EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
644538,ENSG00000184785,SMIM10,small integral membrane protein 10,Small integral membrane protein 10,Q96HG1
644554,-,LOC644554,uncharacterized LOC644554,-,-
644591,ENSG00000236334,PPIAL4G,peptidylprolyl isomerase A like 4G,Peptidyl-prolyl cis-trans isomerase A-like 4G; Peptidyl-prolyl cis-trans isomerase A-like 4C,P0DN37; A1L431; A2BFH1
644596,ENSG00000196972,SMIM10L2B,small integral membrane protein 10 like 2B,Small integral membrane protein 10-like protein 2B; Small integral membrane protein 10-like protein 2A,P0DMW5; P0DMW4
644619,ENSG00000273024,INTS4P2,integrator complex subunit 4 pseudogene 2,-,-
644623,-,TPTE2P2,TPTE2 pseudogene 2,-,-
644656,ENSG00000268403,LOC644656,uncharacterized LOC644656,-,-
644660,ENSG00000253327,RAD21-AS1,RAD21 antisense RNA 1,-,-
644669,ENSG00000290522,LOC644669,ankyrin repeat domain 30B pseudogene,-,-
644672,ENSG00000228607,CLDN25,claudin 25,Putative claudin-25,C9JDP6
644694,-,CDRT15P2,CDRT15 pseudogene 2,-,-
644759,ENSG00000290400,TMPRSS11GP,"transmembrane serine protease 11G, pseudogene",-,-
644809,ENSG00000176753,PAK6-AS1,PAK6 antisense RNA 1,-,-
644815,ENSG00000188522,FAM83G,family with sequence similarity 83 member G,Protein FAM83G,A6ND36; Q3KQZ4; Q6ZW60
644838,ENSG00000236780,LINC01829,long intergenic non-protein coding RNA 1829,-,-
644844,ENSG00000233041,PHGR1,"proline, histidine and glycine rich 1","Proline, histidine and glycine-rich protein 1",C9JFL3
644873,ENSG00000245937,SLC12A2-DT,SLC12A2 divergent transcript,-,-
644890,ENSG00000197889,MEIG1,meiosis/spermiogenesis associated 1,Meiosis expressed gene 1 protein homolog,Q5JSS6
644903,ENSG00000214184,GCC2-AS1,GCC2 antisense RNA 1,-,-
644943,ENSG00000189431,RASSF10,Ras association domain family member 10,Ras association domain-containing protein 10,A6NK89
644945,ENSG00000291196,KRT16P3,keratin 16 pseudogene 3,-,-
644974,ENSG00000251287,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2,Putative glycosyltransferase ALG1L2,C9J202
644990,-,THRB-AS1,THRB antisense RNA 1,-,-
644994,ENSG00000185662,SMIM23,small integral membrane protein 23,Small integral membrane protein 23,A6NLE4
644997,ENSG00000179840,PIK3CD-AS1,PIK3CD antisense RNA 1,-,-
645027,ENSG00000214860,EVPLL,envoplakin like,Envoplakin-like protein,A8MZ36; B4DPD4
645030,ENSG00000237853,NFIA-AS1,NFIA antisense RNA 1,-,-
645037,-,GAGE2B,G antigen 2B,G antigen 2B/2C,Q4V322; Q13066; C9K0W9
645051,ENSG00000274274,GAGE13,G antigen 13,G antigen 13,A0A087X111; Q4V321
645073,ENSG00000215269,GAGE12G,G antigen 12G,G antigen 7; G antigen 12I; G antigen 12G; G antigen 12F,O76087; P0CL82; P0CL81; Q66I50; Q4V324; B7ZM13; P0CL80
645104,ENSG00000249581,CLRN2,clarin 2,Clarin-2,A0PK11
645121,ENSG00000205089,CCNI2,cyclin I family member 2,Cyclin-I2,Q6ZMN8; B2RNE2; B7ZMB7; B7ZMB8
645142,ENSG00000289549,PPIAL4D,peptidylprolyl isomerase A like 4D,Peptidyl-prolyl cis-trans isomerase A-like 4D,F5H284
645158,ENSG00000293256,CBX3P2,CBX3 pseudogene 2,-,-
645188,ENSG00000223438,LOC645188,uncharacterized LOC645188,-,-
645191,ENSG00000220008,LINGO3,leucine rich repeat and Ig domain containing 3,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,P0C6S8
645202,ENSG00000237850,GOLGA6L24,golgin A6 family like 24,-,-
645206,-,LINC00693,long intergenic non-protein coding RNA 693,-,-
645212,ENSG00000179523,EIF3J-DT,EIF3J divergent transcript,-,-
645249,ENSG00000243479,MNX1-AS1,MNX1 antisense RNA 1 (head to head),-,-
645323,ENSG00000245526,MIR9-2HG,MIR9-2 host gene,-,-
645332,ENSG00000290994,FAM86C2P,"family with sequence similarity 86, member A pseudogene",-,-
645355,ENSG00000261738,MIR3976HG,MIR3976 host gene,-,-
645359,ENSG00000280267,PRAMEF26,PRAME family member 26,PRAME family member 25,A6NGN4
645369,ENSG00000206432,TMEM200C,transmembrane protein 200C,Transmembrane protein 200C,A6NKL6
645382,ENSG00000237700,PRAMEF33,PRAME family member 33,PRAME family member 33,A0A0G2JMD5
645402,ENSG00000236125,USP17L4,ubiquitin specific peptidase 17 like family member 4,Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 4,A6NCW7
645414,ENSG00000204480,PRAMEF19,PRAME family member 19,PRAME family member 19,Q5SWL8
645425,ENSG00000204478,PRAMEF20,PRAME family member 20,PRAME family member 20,Q5VT98
645426,ENSG00000206140,TMEM191C,transmembrane protein 191C,Transmembrane protein 191C,A0A1B0GW53; A6NGB0
645431,-,FUT8-AS1,FUT8 antisense RNA 1,-,-
645432,ENSG00000205784,ARRDC5,arrestin domain containing 5,Arrestin domain-containing protein 5,A6NEK1
645434,ENSG00000238099,LINC01625,long intergenic non-protein coding RNA 1625,-,-
645485,ENSG00000285517,LOC645485,uncharacterized LOC645485,-,-
645513,-,SEPTIN7P14,septin 7 pseudogene 14,-,-
645520,ENSG00000237613,FAM138A,family with sequence similarity 138 member A,-,-
645528,ENSG00000290444,FAM238A,family with sequence similarity 238 member A,-,-
645553,ENSG00000268621,IGFL2-AS1,IGFL2 antisense RNA 1,-,-
645591,ENSG00000226869,LHFPL3-AS1,LHFPL3 antisense RNA 1,-,-
645638,ENSG00000293515,WFDC21P,"WAP four-disulfide core domain 21, pseudogene",-,-
645682,ENSG00000237872,POU5F1P4,POU class 5 homeobox 1 pseudogene 4,-,-
645683,ENSG00000293056,RPL13AP3,ribosomal protein L13a pseudogene 3,-,-
645687,ENSG00000258791,LINC00520,long intergenic non-protein coding RNA 520,-,-
645700,ENSG00000291037,ZNF890P,"zinc finger protein 890, pseudogene",-,-
645745,ENSG00000244020,MT1HL1,metallothionein 1H like 1,Metallothionein 1H-like protein 1,P0DM35
645752,-,GOLGA6FP,"golgin A6 family member F, pseudogene",-,-
645784,ENSG00000291127,ANKRD36BP2,ankyrin repeat domain 36B pseudogene 2,-,-
645811,ENSG00000197599,CCDC154,coiled-coil domain containing 154,Coiled-coil domain-containing protein 154,A6NI56; G9JV18
645832,ENSG00000274529,SEBOX,SEBOX homeobox,Homeobox protein SEBOX,F6T8T6; Q9HB31
645836,ENSG00000225327,USP17L3,ubiquitin specific peptidase 17 like family member 3,Ubiquitin carboxyl-terminal hydrolase 17-like protein 3,A6NCW0
645840,-,-,-,-,-
645843,ENSG00000293032,TMEM14EP,"transmembrane protein 14E, pseudogene",-,-
645864,ENSG00000182798,MAGEB17,MAGE family member B17,Melanoma-associated antigen B17,A8MXT2; A6NE98
645922,-,S100A7L2,S100 calcium binding protein A7 like 2,-,-
645949,ENSG00000229621,LINC01822,long intergenic non-protein coding RNA 1822,-,-
645961,ENSG00000177910,SPATA31C2,SPATA31 subfamily C member 2,Putative spermatogenesis-associated protein 31C2,B4DYI2
645967,ENSG00000278899,LOC645967,uncharacterized LOC645967,-,-
645974,ENSG00000184388,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B,Polyadenylate-binding protein 1-like 2,Q5JQF8; B2RMV9; Q8IVU8
645996,ENSG00000293034,NAP1L6P,"nucleosome assembly protein 1 like 6, pseudogene",-,-
646000,ENSG00000236396,SLC35G4,solute carrier family 35 member G4,Putative solute carrier family 35 member G4,P0C7Q5
646019,ENSG00000204659,CBY3,chibby family member 3,Protein chibby homolog 3,A6NI87
646023,ENSG00000178803,ADORA2A-AS1,ADORA2A antisense RNA 1,-,-
646024,ENSG00000290917,RAET1K,retinoic acid early transcript 1K (pseudogene),-,-
646113,-,LINC00643,long intergenic non-protein coding RNA 643,-,-
646168,ENSG00000293511,LRRC77P,"leucine rich repeat containing 77, pseudogene",-,-
646174,ENSG00000215131,C16orf90,chromosome 16 open reading frame 90,Uncharacterized protein C16orf90,A8MZG2
646262,ENSG00000215906,LACTBL1,lactamase beta like 1,-,H0Y608.61; A8MY62.77
646268,ENSG00000231666,LINC01704,long intergenic non-protein coding RNA 1704,-,-
646278,-,PDCD6IPP2,PDCD6IP pseudogene 2,-,-
646282,ENSG00000291148,AZGP1P1,AZGP1 pseudogene 1,-,-
646300,-,COL6A4P2,collagen type VI alpha 4 pseudogene 2,-,-
646324,ENSG00000235770,LINC00607,long intergenic non-protein coding RNA 607,-,-
646383,ENSG00000175773,ZBTB44-DT,ZBTB44 divergent transcript,-,-
646424,ENSG00000229453,SPINK8,serine peptidase inhibitor Kazal type 8 (putative),Serine protease inhibitor Kazal-type 8,P0C7L1
646450,-,ARIH2OS,ARIH2 opposite strand lncRNA,-,-
646457,ENSG00000188032,C19orf67,chromosome 19 open reading frame 67,UPF0575 protein C19orf67,A6NJJ6
646480,ENSG00000205186,FABP9,fatty acid binding protein 9,Fatty acid-binding protein 9,Q0Z7S8
646486,ENSG00000197416,FABP12,fatty acid binding protein 12,Fatty acid-binding protein 12,A6NFH5; B7SUN0
646498,ENSG00000236980,C3orf84,chromosome 3 open reading frame 84,Uncharacterized protein C3orf84,H3BNL1
646508,-,FAM90A27P,"family with sequence similarity 90 member A27, pseudogene",-,-
646522,ENSG00000255258,LINC02743,long intergenic non-protein coding RNA 2743,-,-
646548,-,LOC646548,ADAM metallopeptidase domain 20 pseudogene,-,-
646576,ENSG00000248890,HHIP-AS1,HHIP antisense RNA 1,-,-
646588,ENSG00000223561,LINC03007,long intergenic non-protein coding RNA 3007,-,-
646600,ENSG00000163915,IGF2BP2-AS1,IGF2BP2 antisense RNA 1,-,-
646603,ENSG00000237136,C4orf51,chromosome 4 open reading frame 51,Uncharacterized protein C4orf51,C9J302
646625,ENSG00000183463,URAD,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,A6NGE7
646627,ENSG00000259823,LYPD8,LY6/PLAUR domain containing 8,Ly6/PLAUR domain-containing protein 8,A0A075B722; Q6UX82; K7ELG6
646643,ENSG00000187550,SBK2,SH3 domain binding kinase family member 2,-,P0C263.109
646652,-,LOC646652,integral membrane glycoprotein-like pseudogene,-,-
646658,ENSG00000183379,SYNDIG1L,synapse differentiation inducing 1 like,Synapse differentiation-inducing gene protein 1-like,A6NDD5
646698,ENSG00000267908,ZSCAN5DP,zinc finger and SCAN domain containing 5D pseudogene,-,-
646719,ENSG00000285967,NIPBL-DT,NIPBL divergent transcript,-,-
646730,-,LINC02618,long intergenic non-protein coding RNA 2618,-,-
646754,ENSG00000214891,TRIM64C,tripartite motif containing 64C,Tripartite motif-containing protein 64C,A6NLI5; A0A087WYH8
646799,ENSG00000189167,ZAR1L,zygote arrest 1 like,Protein ZAR1-like,B7ZBU2; A6NP61; B2RV03
646802,ENSG00000290599,CYP4F62P,"cytochrome P450 family 4 subfamily F member 62, pseudogene",-,-
646817,ENSG00000230667,SETSIP,SET like protein,Protein SETSIP,P0DME0
646851,ENSG00000184949,FAM227A,family with sequence similarity 227 member A,Protein FAM227A,B0QY52; F5H4B4; B7Z7C6; Q5TG08
646862,ENSG00000269855,RNF225,ring finger protein 225,RING finger protein 225,M0QZC1
646864,ENSG00000268696,ZNF723,zinc finger protein 723,-,P0DPD5.19
646892,ENSG00000183476,SH2D7,SH2 domain containing 7,SH2 domain-containing protein 7,A6NKC9
646938,ENSG00000290424,LOC646938,TBC1 domain family member 2B pseudogene,-,-
646960,ENSG00000237412,PRSS56,serine protease 56,Serine protease 56,P0CW18
646962,ENSG00000196196,HRCT1,histidine rich carboxyl terminus 1,Histidine-rich carboxyl terminus protein 1,Q6UXD1; B7ZBJ1
646982,ENSG00000215483,LINC00598,long intergenic non-protein coding RNA 598,-,-
647024,ENSG00000188112,C6orf132,chromosome 6 open reading frame 132,Uncharacterized protein C6orf132,Q5T0Z8; A6NI05
647042,ENSG00000278662,GOLGA6L10,golgin A6 family like 10,Golgin subfamily A member 6-like protein 10,A6NI86; D6RB28; A0A087WVD5
647060,ENSG00000204849,SPATA31A1,SPATA31 subfamily A member 1,-,Q5TZJ5.102
647087,ENSG00000243317,STMP1,short transmembrane mitochondrial protein 1,Short transmembrane mitochondrial protein 1,E0CX11
647107,ENSG00000241369,LINC01192,long intergenic non-protein coding RNA 1192,-,-
647121,ENSG00000291141,EMBP1,embigin pseudogene 1,-,-
647135,ENSG00000196369,SRGAP2B,SLIT-ROBO Rho GTPase activating protein 2B,-,A0A087WW56.43; A0A286YEY3.20; A0A087X1G6.27; P0DMP2.47
647166,ENSG00000226792,C13orf42,chromosome 13 open reading frame 42,-,A0A1B0GVH6.17
647174,ENSG00000253309,SERPINE3,serpin family E member 3,Serpin E3,B1V8P3; A8MV23
647215,ENSG00000293444,MROH3P,"maestro heat like repeat family member 3, pseudogene",-,-
647219,ENSG00000232237,ASCL5,achaete-scute family bHLH transcription factor 5,-,M0R2M9.51
647264,ENSG00000285566,LOC647264,keratin-associated protein 21-1,-,A0A3B3IRS2.8
647286,ENSG00000227729,RD3L,RD3 like,Protein RD3-like,P0DJH9
647288,ENSG00000214249,CTAGE11P,"CTAGE family member 11, pseudogene",-,-
647309,ENSG00000205835,GMNC,geminin coiled-coil domain containing,Geminin coiled-coil domain-containing protein 1,A6NCL1
647310,ENSG00000226174,TEX22,testis expressed 22,Testis-expressed protein 22,C9J3V5
647323,ENSG00000214146,LINC02026,long intergenic non-protein coding RNA 2026,-,-
647476,-,FRG2EP,"FSHD region gene 2 family member E, pseudogene",-,-
647589,ENSG00000227059,ANHX,anomalous homeobox,Anomalous homeobox protein,E9PGG2; Q96MC1
647859,-,OCLNP1,OCLN pseudogene 1,-,-
647979,ENSG00000260032,NORAD,non-coding RNA activated by DNA damage,-,-
648691,ENSG00000220891,LL22NC03-63E9.3,uncharacterized LOC648691,-,-
648791,ENSG00000219607,PPP1R3G,protein phosphatase 1 regulatory subunit 3G,Protein phosphatase 1 regulatory subunit 3G,B7ZBB8
648987,ENSG00000177738,ANXA2R-OT1,ANXA2R overlapping transcript 1,-,-
649133,ENSG00000259541,LOC649133,uncharacterized LOC649133,-,-
649137,ENSG00000204532,ZSCAN5C,zinc finger and SCAN domain containing 5C,-,A6NGD5.116
649159,ENSG00000256642,LINC00273,long intergenic non-protein coding RNA 273,-,-
649179,ENSG00000290847,PRAMENP,"PRAME N-terminal like, pseudogene",-,-
649238,ENSG00000214897,PNMA6E,PNMA family member 6E,-,A0A0J9YXQ4.30; A0A0J9YXH5.24
649264,-,CES5AP1,carboxylesterase 5A pseudogene 1,-,-
649330,ENSG00000277058,HNRNPCL3,heterogeneous nuclear ribonucleoprotein C like 3,-,B7ZW38.91
649446,-,DLGAP1-AS1,DLGAP1 antisense RNA 1,-,-
649946,-,RPL23AP64,ribosomal protein L23a pseudogene 64,-,-
650293,ENSG00000197468,OR7E85BP,olfactory receptor family 7 subfamily E member 85B pseudogene,-,-
650368,ENSG00000290960,TSSC2,tumor suppressing subtransferable candidate 2 (pseudogene),-,-
650655,ENSG00000293423,ABCA17P,"ATP binding cassette subfamily A member 17, pseudogene",-,-
651302,ENSG00000226314,ZKSCAN8P1,ZKSCAN8 pseudogene 1,-,-
651430,ENSG00000279943,FLJ38576,uncharacterized LOC651430,-,-
651746,ENSG00000164236,ANKRD33B,ankyrin repeat domain 33B,Ankyrin repeat domain-containing protein 33B,A6NCL7
652276,ENSG00000291228,LOC652276,potassium channel tetramerization domain containing 5 pseudogene,-,-
652965,ENSG00000209582,SNORA48,"small nucleolar RNA, H/ACA box 48",-,-
652966,ENSG00000238917,SNORD10,"small nucleolar RNA, C/D box 10",-,-
652968,ENSG00000239282,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,Cytosolic arginine sensor for mTORC1 subunit 1,Q96ND9; Q8WTX7; Q9UIE8; O76052
652972,ENSG00000290837,LRRC37A5P,"leucine rich repeat containing 37 member A5, pseudogene",-,-
652991,ENSG00000215474,SKOR2,SKI family transcriptional corepressor 2,SKI family transcriptional corepressor 2,A0A087X0E6; Q2VWA4
652995,ENSG00000214049,UCA1,urothelial cancer associated 1,-,-
653061,ENSG00000261739,GOLGA8S,golgin A8 family member S,-,H3BPF8.49
653067,ENSG00000204382,XAGE1B,X antigen family member 1B,X antigen family member 1,Q8WWG5; Q8WWG6; A6NJ94; Q969J6; Q9HD64; Q5JPN8; Q5JPP0; Q5JPP3
653073,ENSG00000179938,GOLGA8J,golgin A8 family member J,Golgin subfamily A member 8J,A6NMD2; H3BRU0
653075,ENSG00000261247,GOLGA8T,golgin A8 family member T,-,H3BQL2.52
653082,ENSG00000206077,ZDHHC11B,zinc finger DHHC-type containing 11B,-,A0A494BZX9.5; A0A494C0T6.8; P0C7U3.90; A0A494C1T0.6
653121,ENSG00000160062,ZBTB8A,zinc finger and BTB domain containing 8A,Zinc finger and BTB domain-containing protein 8A,Q8N2Y5; Q96BR9; Q96BX0; Q8IUL5; Q8IWR9
653123,ENSG00000293072,FAM74A6,family with sequence similarity 74 member A6,-,-
653125,ENSG00000249931,GOLGA8K,golgin A8 family member K,Golgin subfamily A member 8K,D6RF30
653140,ENSG00000186453,FAM228A,family with sequence similarity 228 member A,Protein FAM228A,Q86W67
653145,ENSG00000265190,ANXA8,annexin A8,Annexin A8,Q6GMY3; B4DKI1; B4DTC9; A6NLM1; Q5T2P8; P13928; Q5VTM4; Q9BT34; A6NDE6
653149,ENSG00000186086,NBPF6,NBPF member 6,Neuroblastoma breakpoint family member 6,Q5VWK0; A4QN25
653160,ENSG00000293382,GPR199P,"G protein-coupled receptor 199, pseudogene",-,-
653166,ENSG00000255095,OR1D4,olfactory receptor family 1 subfamily D member 4,-,-
653188,ENSG00000290560,GUSBP3,GUSB pseudogene 3,-,-
653190,ENSG00000291057,ABCC6P1,ATP binding cassette subfamily C member 6 pseudogene 1,-,-
653192,ENSG00000144010,TRIM43B,tripartite motif containing 43B,Tripartite motif-containing protein 43B,A6NCK2
653220,ENSG00000204379,XAGE1A,X antigen family member 1A,X antigen family member 1,Q5JPN8; Q8WWG5; Q969J6; A6NJ94; Q9HD64; Q5JPP0; Q5JPP3; Q8WWG6
653238,-,GTF2H2B,general transcription factor IIH subunit 2B (pseudogene),-,-
653240,ENSG00000212721,KRTAP4-11,keratin associated protein 4-11,Keratin-associated protein 4-11,A0AUY2; Q9BYQ6
653247,ENSG00000121335,PRB2,proline rich protein BstNI subfamily 2,Basic salivary proline-rich protein 2,P02811; P02812; O00599; P04281
653268,-,AGAP7P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene",-,-
653269,ENSG00000196834,POTEI,POTE ankyrin domain family member I,POTE ankyrin domain family member I,P0CG38
653275,ENSG00000152093,CFC1B,"cryptic, EGF-CFC family member 1B",Cryptic family protein 1B; Cryptic protein,P0CG36; Q53T05; B9EJD3; B2RCY0; Q9GZR3
653282,ENSG00000228517,CT47A7,cancer/testis antigen family 47 member A7,Cancer/testis antigen 47A,Q5JQC4; Q8N747
653308,ENSG00000204147,ASAH2B,N-acylsphingosine amidohydrolase 2B,Putative inactive neutral ceramidase B,P0C7U1; B7Z261
653316,ENSG00000204677,FAM153CP,protein FAM153C,-,-
653319,ENSG00000196123,MATCAP1,microtubule associated tyrosine carboxypeptidase 1,Microtubule-associated tyrosine carboxypeptidase 1,Q96IE5; Q8NAQ5; Q8N3H9; Q68EN5; A2VCS8
653333,ENSG00000145002,FAM86B2,family with sequence similarity 86 member B2,Putative protein N-methyltransferase FAM86B2,P0C5J1
653361,ENSG00000158517,NCF1,neutrophil cytosolic factor 1,Neutrophil cytosol factor 1,P14598; Q2PP07; A6NEH2; Q9UMU2; O43842; Q53FR5; Q9UDV9; A8K7S9; Q9BU90; Q9BXI8; Q9BXI7
653390,ENSG00000103472,RRN3P2,RRN3 pseudogene 2,-,-
653404,ENSG00000273514,FOXD4L6,forkhead box D4 like 6,Forkhead box protein D4-like 6,B2RPC4; Q3SYB3; Q4V336
653423,ENSG00000178287,SPAG11A,sperm associated antigen 11A,Sperm-associated antigen 11A; Sperm-associated antigen 11B,Q6PDA7; A6NIY0; E9PAK7; Q546A0; Q6ZYB2; Q9NRV5; Q9H4P9; Q9H4Q0; Q08648; Q9NRV8; Q9H4P8; Q9H4Q1; Q9H4Q2; E9PFH0; Q9NRV4; Q9NRV6; Q9NRV7; Q9NRT3
653427,ENSG00000204779,FOXD4L5,forkhead box D4 like 5,Forkhead box protein D4-like 5,Q5VV16
653437,ENSG00000185176,AQP12B,aquaporin 12B,Aquaporin-12B,A4QPB9; A6NM10
653464,ENSG00000171943,SRGAP2C,SLIT-ROBO Rho GTPase activating protein 2C,SLIT-ROBO Rho GTPase-activating protein 2C,P0DJJ0
653479,-,MRPL45P2,mitochondrial ribosomal protein L45 pseudogene 2,-,-
653483,-,AFDN-DT,AFDN divergent transcript,-,-
653486,ENSG00000268320,SCGB1C2,secretoglobin family 1C member 2,Secretoglobin family 1C member 1; Secretoglobin family 1C member 2,Q14DW0; Q8TD33; A8MSI9; P0DMR2
653489,ENSG00000153165,RGPD3,RANBP2 like and GRIP domain containing 3,RanBP2-like and GRIP domain-containing protein 3,A6NKT7; B8ZZM4
653492,-,PSG10P,"pregnancy specific beta-1-glycoprotein 10, pseudogene",-,-
653499,ENSG00000178934,LGALS7B,galectin 7B,Galectin-7,Q6IB87; P47929
653505,ENSG00000263353,PPIAL4A,peptidylprolyl isomerase A like 4A,Peptidyl-prolyl cis-trans isomerase A-like 4A,Q9Y536
653509,ENSG00000122852,SFTPA1,surfactant protein A1,Pulmonary surfactant-associated protein A1; Pulmonary surfactant-associated protein A2,A8K3T8; Q8TC19; E3VLD8; Q5RIR7; B7ZW50; E3VLE1; Q5RIR5; E3VLD9; E3VLE0; P07714; Q8IWL2; G5E9J3; Q14DV4; Q6PIT0
653513,-,LOC653513,phosphodiesterase 4D interacting protein-like,-,-
653519,ENSG00000117262,GPR89A,G protein-coupled receptor 89A,Golgi pH regulator A; Golgi pH regulator B,B4DLT3; Q53FQ9; Q9Y302; Q5T2V8; Q659E2; B7ZAQ6; Q9P0S4; B2RUV3; Q5T5P5; P0CG08; A6NKF9; A6NN37; Q6NVY5; B3KMN3; B4DXE7
653543,ENSG00000281652,DUX4L7,double homeobox 4 like 7 (pseudogene),-,-
653544,ENSG00000281058,DUX4L6,double homeobox 4 like 6 (pseudogene),-,-
653545,ENSG00000280799,DUX4L5,double homeobox 4 like 5 (pseudogene),-,-
653548,ENSG00000281627,DUX4L3,double homeobox 4 like 3 (pseudogene),-,-
653550,ENSG00000205457,TP53TG3C,TP53 target 3C,TP53-target gene 3 protein,Q4KN31; Q9ULY9; B2R5K6; Q9ULZ0
